CWE-ID	Name_Zh
1281	处理器指令序列导致意外行为
1282	假设不可变的数据存储在可写内存中
1283	可修改的证明或测量报告数据 (Mutable Attestation or Measurement Reporting Data)
1284	输入中指定数量的验证不当
1285	
1286	对输入语法正确性验证不当
1287	输入指定类型验证不当
1288	输入内部一致性验证不当
1289	对输入中不安全等价性的校验不当
1290	安全标识符解码错误
1291	为调试代码和生产代码签名而重复使用公钥
1292	
1293	缺少多个独立数据的源相关性
1294	不安全的安全性标识符机制
1295	调试信息泄露不必要的信息
1296	调试组件的链式连接或粒度不正确
1297	设备上的未受保护机密信息可被 OSAT 供应商访问
1298	硬件逻辑包含竞争条件
1299	针对替代硬件接口的防护机制缺失
1300	物理侧信道防护不当
1301	硬件组件内数据清除不足或不完整
1302	
1303	微架构资源的非透明共享
1304	电源保存/恢复操作期间硬件配置状态的完整性保护不当
1310	
1311	组织桥接器（Fabric Bridge）对安全属性转换不当
1312	片上结构防火墙中缺失对镜像区域的保护
1313	
1314	参数数据值缺乏写保护
1315	错误地设置总线控制能力在互连结构端点
1316	结构地址映射允许对受保护和不受保护范围进行不当的重叠编程
1317	织构桥接器 (Fabric Bridge) 中的访问控制不当
1318	
1319	对电磁故障注入 (EM-FI) 的保护不当
1320	
1321	对对象原型属性的不当控制修改（“原型污染”）
1322	在单线程非阻塞上下文中使用了阻塞代码
1323	敏感追踪数据的管理不当
1324	已弃用：通过 JTAG 接口物理探测可访问敏感信息
1325	未正确控制的顺序内存分配
1326	硬件中缺少不可变信任根
1327	
1328	安全版本号可被篡改为旧版本
1329	依赖无法更新的组件
1330	内存擦除后剩余数据可读
1331	片上网络 (NoC) 中共享资源隔离不当
1332	
1333	
1334	未经授权的错误注入可降低硬件冗余度
1335	整数位移不当
1336	模板引擎中使用的特殊元素中和不当
1338	硬件过热防护不当
1339	实数精度或准确度不足
1341	
1342	瞬态执行后微架构状态引起的信息泄露
1351	异常低温环境下硬件行为处理不当
1357	依赖于不够可信的组件
1384	对物理或环境条件的处置不当
1385	WebSocket 中缺少源验证
1386	Windows 连接点 / 挂载点上的不安全操作
1389	对不同进制数字解析不当
1390	弱认证
1391	使用弱凭据
1392	使用默认凭据
1393	使用默认密码
1394	使用默认加密密钥
1395	
1419	资源初始化不正确
1420	瞬态执行期间敏感信息泄露
1421	瞬态执行期间共享微架构结构中的敏感信息泄露
1422	瞬态执行期间因数据转发错误导致敏感信息泄露
1423	由影响瞬态执行的共享微架构预测器状态引起的敏感信息泄露
1426	
1427	
1428	依赖 HTTP 而非 HTTPS
1429	硬件接口中未执行操作缺少安全相关反馈
1431	将中间加密状态/结果驱动至硬件模块输出
1434	生成式 AI/ML 模型推理参数设置不安全
